Year,Distance,Engine_capacity(cm3),Age,km_year
1997,11222.0,2000.0,25,448.88
2015,151000.0,1400.0,7,21571.42857142857
2015,180000.0,1600.0,7,25714.285714285717
2005,270000.0,1300.0,17,15882.35294117647
2000,316000.0,1600.0,22,14363.636363636364
2017,20000.0,2000.0,5,4000.0
2014,113520.0,2000.0,8,14190.0
2016,77000.0,2490.0,6,12833.333333333334
2015,90000.0,2000.0,7,12857.142857142857
2008,171700.0,1400.0,14,12264.285714285714
2014,136000.0,3000.0,8,17000.0
2011,190221.0,2000.0,11,17292.81818181818
1995,183269.0,1900.0,27,6787.740740740741
2013,160000.0,1464.0,9,17777.777777777777
2006,261000.0,1300.0,16,16312.5
2014,161000.0,2200.0,8,20125.0
2007,199500.0,1500.0,15,13300.0
2011,242337.0,1500.0,11,22030.636363636364
2021,17000.0,2000.0,1,17000.0
2003,250000.0,1300.0,19,13157.894736842103
2007,181000.0,1900.0,15,12066.666666666666
2011,180000.0,1400.0,11,16363.636363636364
2019,65000.0,1950.0,3,21666.666666666668
2007,235000.0,1300.0,15,15666.666666666666
2016,198000.0,1600.0,6,33000.0
2008,195000.0,4500.0,14,13928.57142857143
1999,250000.0,2000.0,23,10869.565217391304
2006,256000.0,3000.0,16,16000.0
2015,78000.0,2000.0,7,11142.857142857143
2017,138737.0,1461.0,5,27747.4
2008,93500.0,1200.0,14,6678.571428571428
2005,308620.0,2500.0,17,18154.117647058825
2016,185000.0,2000.0,6,30833.33333333333
2009,251092.0,2200.0,13,19314.76923076923
1996,233000.0,1800.0,26,8961.538461538461
2001,260000.0,1600.0,21,12380.952380952382
2016,153200.0,2200.0,6,25533.33333333333
2012,120400.0,1798.0,10,12040.0
2015,154000.0,1600.0,7,22000.0
2009,143000.0,1593.0,13,11000.0
2005,300002.0,1600.0,17,17647.176470588234
2006,178000.0,2000.0,16,11125.0
2001,270000.0,2400.0,21,12857.142857142857
2001,234000.0,3000.0,21,11142.857142857143
1999,273000.0,1000.0,23,11869.565217391304
2004,315000.0,1800.0,18,17500.0
2004,350000.0,1900.0,18,19444.444444444445
2012,68000.0,1200.0,10,6800.0
2014,180000.0,2200.0,8,22500.0
2005,246487.0,2498.0,17,14499.235294117649
2013,221343.0,2000.0,9,24593.666666666668
2012,215000.0,1461.0,10,21500.0
2017,88868.0,1500.0,5,17773.6
2010,270150.0,1995.0,12,22512.5
2019,8131.0,1500.0,3,2710.333333333333
2008,262000.0,1900.0,14,18714.285714285717
2017,160000.0,1500.0,5,32000.0
1995,145000.0,1600.0,27,5370.37037037037
2013,160000.0,1500.0,9,17777.777777777777
2008,23769.0,1600.0,14,1697.7857142857142
2008,210000.0,2700.0,14,15000.0
2001,240000.0,1800.0,21,11428.57142857143
2001,250000.0,1600.0,21,11904.761904761905
2003,263518.0,2200.0,19,13869.368421052632
1996,200000.0,2000.0,26,7692.307692307692
2008,230000.0,2000.0,14,16428.571428571428
2013,251801.0,2200.0,9,27977.88888888889
2016,146000.0,1200.0,6,24333.33333333333
2015,90000.0,1984.0,7,12857.142857142857
2011,129421.0,1300.0,11,11765.545454545454
1985,26597.0,1100.0,37,718.8378378378378
2010,140000.0,1500.0,12,11666.666666666666
1995,182632.0,998.0,27,6764.148148148148
2004,272000.0,2200.0,18,15111.111111111111
2016,40000.0,3000.0,6,6666.666666666667
2011,143000.0,1000.0,11,13000.0
2006,282500.0,1998.0,16,17656.25
2016,175000.0,1500.0,6,29166.666666666668
1982,20000.0,1400.0,40,500.0
2009,187000.0,1400.0,13,14384.615384615385
2012,151000.0,2000.0,10,15100.0
1999,123000.0,2000.0,23,5347.826086956522
2012,150000.0,2000.0,10,15000.0
2010,225400.0,1461.0,12,18783.33333333333
2011,261237.0,2200.0,11,23748.81818181818
2009,114000.0,2000.0,13,8769.23076923077
2015,161000.0,2000.0,7,23000.0
2003,300000.0,3000.0,19,15789.473684210529
2015,172700.0,2000.0,7,24671.42857142857
1997,287000.0,2200.0,25,11480.0
2013,75000.0,4134.0,9,8333.333333333334
2002,254000.0,1800.0,20,12700.0
1986,100000.0,1600.0,36,2777.777777777778
2012,259000.0,2200.0,10,25900.0
2016,52000.0,1995.0,6,8666.666666666666
2009,214000.0,1400.0,13,16461.53846153846
2005,216000.0,1270.0,17,12705.882352941177
2017,70000.0,2000.0,5,14000.0
2006,240000.0,3000.0,16,15000.0
2004,344000.0,4000.0,18,19111.11111111111
2012,89384.0,2000.0,10,8938.4
2014,160000.0,2200.0,8,20000.0
2006,209000.0,2000.0,16,13062.5
2009,98000.0,2000.0,13,7538.461538461538
2002,200000.0,1800.0,20,10000.0
2006,280000.0,1900.0,16,17500.0
2017,140000.0,1400.0,5,28000.0
2015,172458.0,1400.0,7,24636.85714285714
1996,263000.0,1000.0,26,10115.384615384615
2017,153000.0,1400.0,5,30600.0
2015,127000.0,1200.0,7,18142.85714285714
2014,212500.0,1229.0,8,26562.5
2018,100000.0,1800.0,4,25000.0
2002,254213.0,2000.0,20,12710.65
2006,123000.0,2200.0,16,7687.5
2007,500000.0,1400.0,15,33333.333333333336
2015,136212.0,1200.0,7,19458.85714285714
2016,143000.0,1500.0,6,23833.33333333333
2013,123460.0,2200.0,9,13717.777777777776
2012,154000.0,1500.0,10,15400.0
2004,325000.0,3000.0,18,18055.555555555555
2007,190000.0,2200.0,15,12666.666666666666
1999,340000.0,1900.0,23,14782.608695652174
2016,92000.0,1500.0,6,15333.333333333334
2009,269000.0,1400.0,13,20692.30769230769
2007,11111.0,2500.0,15,740.7333333333333
2001,220000.0,2000.0,21,10476.190476190475
2012,190000.0,2000.0,10,19000.0
2013,227000.0,1200.0,9,25222.222222222223
1997,300000.0,1800.0,25,12000.0
2012,90716.0,2000.0,10,9071.6
2014,180245.0,1461.0,8,22530.625
2012,202268.0,1500.0,10,20226.8
2003,260000.0,1600.0,19,13684.21052631579
2003,390000.0,2200.0,19,20526.315789473683
2009,142568.0,1600.0,13,10966.76923076923
2014,160000.0,1600.0,8,20000.0
2007,123000.0,2500.0,15,8200.0
2016,64000.0,1798.0,6,10666.666666666666
2000,303000.0,2000.0,22,13772.727272727272
2011,135000.0,1400.0,11,12272.727272727272
2011,184800.0,1200.0,11,16800.0
2014,125000.0,1300.0,8,15625.0
2004,191455.0,2200.0,18,10636.388888888889
2002,293000.0,2500.0,20,14650.0
2013,245000.0,2000.0,9,27222.222222222223
2014,191000.0,2000.0,8,23875.0
2018,190000.0,2200.0,4,47500.0
2004,132000.0,2000.0,18,7333.333333333333
1993,380000.0,2000.0,29,13103.448275862069
2013,138000.0,1700.0,9,15333.333333333334
2016,50000.0,1950.0,6,8333.333333333334
2009,172000.0,1400.0,13,13230.76923076923
2008,178000.0,1500.0,14,12714.285714285714
2013,97900.0,2143.0,9,10877.777777777776
1997,294000.0,1900.0,25,11760.0
2011,113500.0,1400.0,11,10318.181818181818
2005,200000.0,3000.0,17,11764.70588235294
2012,155000.0,1500.0,10,15500.0
2010,168361.0,1800.0,12,14030.083333333334
2012,164000.0,1500.0,10,16400.0
2010,286406.0,2000.0,12,23867.166666666668
2016,57000.0,1400.0,6,9500.0
2009,172000.0,1400.0,13,13230.76923076923
2015,181000.0,1800.0,7,25857.14285714286
2015,160000.0,1400.0,7,22857.14285714286
2014,157000.0,2000.0,8,19625.0
2017,148000.0,1500.0,5,29600.0
2000,120000.0,200.0,22,5454.545454545455
2005,392300.0,3000.0,17,23076.470588235294
2004,27000.0,2000.0,18,1500.0
2008,286000.0,2000.0,14,20428.571428571428
2013,191004.0,2800.0,9,21222.666666666668
2004,135000.0,1800.0,18,7500.0
2013,127000.0,1500.0,9,14111.111111111111
2010,290000.0,1600.0,12,24166.666666666668
1998,98000.0,1000.0,24,4083.3333333333335
2012,88200.0,1200.0,10,8820.0
2015,157300.0,1500.0,7,22471.42857142857
2021,800.0,2151.0,1,800.0
2020,30000.0,1600.0,2,15000.0
2003,285000.0,2497.0,19,15000.0
2015,235885.0,2000.0,7,33697.857142857145
2011,215000.0,2500.0,11,19545.454545454544
2012,187000.0,1500.0,10,18700.0
2018,75000.0,1500.0,4,18750.0
2011,167139.0,2200.0,11,15194.454545454546
2006,189000.0,1600.0,16,11812.5
2007,245000.0,2400.0,15,16333.333333333334
2013,170000.0,1500.0,9,18888.88888888889
2005,360000.0,1242.0,17,21176.470588235294
2007,262000.0,200.0,15,17466.666666666668
2008,160200.0,4667.0,14,11442.857142857143
2020,10555.0,2999.0,2,5277.5
2016,142000.0,1600.0,6,23666.666666666668
2003,300000.0,1900.0,19,15789.473684210529
2012,219000.0,1600.0,10,21900.0
2018,25300.0,2000.0,4,6325.0
2015,156000.0,1500.0,7,22285.714285714286
2007,280000.0,1500.0,15,18666.666666666668
2016,72935.0,2000.0,6,12155.833333333334
2002,360000.0,1900.0,20,18000.0
2014,95051.0,1400.0,8,11881.375
2012,110000.0,2500.0,10,11000.0
2015,136000.0,2200.0,7,19428.571428571428
2010,185000.0,1461.0,12,15416.666666666666
2003,192000.0,1984.0,19,10105.263157894737
2009,90000.0,1900.0,13,6923.076923076923
1993,260000.0,1390.0,29,8965.51724137931
2011,104830.0,1300.0,11,9530.0
1996,465200.0,1991.0,26,17892.30769230769
2013,207050.0,2200.0,9,23005.555555555555
2011,178000.0,1500.0,11,16181.818181818182
2012,160000.0,1400.0,10,16000.0
2008,178000.0,1500.0,14,12714.285714285714
2006,180000.0,2000.0,16,11250.0
2013,85000.0,1400.0,9,9444.444444444443
2001,273685.0,2499.0,21,13032.619047619048
1993,530000.0,1998.0,29,18275.86206896552
1975,90800.0,300.0,47,1931.914893617021
2007,202000.0,2200.0,15,13466.666666666666
2008,250000.0,2700.0,14,17857.14285714286
2016,85682.0,2500.0,6,14280.333333333334
2002,270000.0,1893.0,20,13500.0
2002,255280.0,3000.0,20,12764.0
2008,25000.0,2700.0,14,1785.7142857142858
2014,170000.0,1800.0,8,21250.0
2009,200160.0,1400.0,13,15396.923076923076
2015,115000.0,2494.0,7,16428.571428571428
2010,220000.0,1400.0,12,18333.33333333333
2008,226247.0,1500.0,14,16160.5
2012,170000.0,3000.0,10,17000.0
2008,240000.0,2000.0,14,17142.85714285714
1986,326559.0,1800.0,36,9071.083333333334
2007,270000.0,2500.0,15,18000.0
2015,47000.0,1600.0,7,6714.285714285715
2016,182000.0,1600.0,6,30333.33333333333
2013,151000.0,2000.0,9,16777.777777777777
2001,290420.0,2000.0,21,13829.52380952381
1996,123456.0,2000.0,26,4748.307692307692
2009,200000.0,1400.0,13,15384.615384615385
1990,175000.0,3300.0,32,5468.75
2008,210034.0,1400.0,14,15002.42857142857
2017,144044.0,2200.0,5,28808.8
2019,63325.0,1500.0,3,21108.33333333333
2015,164855.0,2000.0,7,23550.714285714286
2003,217000.0,2700.0,19,11421.052631578948
2016,95000.0,3000.0,6,15833.333333333334
2003,220000.0,2000.0,19,11578.947368421052
2010,210000.0,1200.0,12,17500.0
2004,323536.0,2200.0,18,17974.222222222223
2019,12000.0,1000.0,3,4000.0
2008,409542.0,1500.0,14,29253.0
2012,228400.0,1400.0,10,22840.0
2008,187000.0,1400.0,14,13357.142857142857
2012,199000.0,1600.0,10,19900.0
2020,20000.0,2497.0,2,10000.0
2011,171809.0,1500.0,11,15619.0
1998,250000.0,2000.0,24,10416.666666666666
2012,216000.0,2200.0,10,21600.0
2005,265000.0,3000.0,17,15588.235294117649
2006,212000.0,4000.0,16,13250.0
2014,55500.0,1800.0,8,6937.5
2011,220212.0,1200.0,11,20019.272727272728
2017,190000.0,1500.0,5,38000.0
2017,147477.0,1500.0,5,29495.4
2019,3000.0,2000.0,3,1000.0
2019,13000.0,999.0,3,4333.333333333333
2000,298000.0,1800.0,22,13545.454545454546
2008,355000.0,1399.0,14,25357.14285714286
2015,18300.0,1500.0,7,2614.285714285714
2016,66800.0,2000.0,6,11133.333333333334
2001,11111.0,2000.0,21,529.0952380952381
2007,207660.0,1800.0,15,13844.0
2015,150000.0,1400.0,7,21428.571428571428
2009,350000.0,2000.0,13,26923.07692307692
2000,230000.0,4200.0,22,10454.545454545454
2016,117500.0,1600.0,6,19583.33333333333
2006,256000.0,1400.0,16,16000.0
2013,109111.0,1800.0,9,12123.444444444443
2009,100130.0,1400.0,13,7702.307692307692
2014,79000.0,1600.0,8,9875.0
2007,212800.0,1500.0,15,14186.666666666666
2015,180000.0,2000.0,7,25714.285714285717
2006,185546.0,1600.0,16,11596.625
2004,100000.0,1400.0,18,5555.555555555556
2010,270000.0,2000.0,12,22500.0
2013,245000.0,2000.0,9,27222.222222222223
2004,260000.0,2500.0,18,14444.444444444443
2000,337000.0,2000.0,22,15318.181818181818
2014,145586.0,2000.0,8,18198.25
2009,116000.0,1600.0,13,8923.076923076924
1994,200000.0,1400.0,28,7142.857142857143
2012,270000.0,2500.0,10,27000.0
2009,300000.0,3000.0,13,23076.92307692308
2017,42000.0,2000.0,5,8400.0
2012,71000.0,1400.0,10,7100.0
2014,166000.0,2200.0,8,20750.0
2007,240000.0,2000.0,15,16000.0
2016,98000.0,2498.0,6,16333.333333333334
2014,153000.0,1800.0,8,19125.0
2005,182800.0,1300.0,17,10752.941176470587
2013,189500.0,2231.0,9,21055.555555555555
2013,209000.0,1800.0,9,23222.222222222223
2017,219916.0,1600.0,5,43983.2
2010,180000.0,3000.0,12,15000.0
2010,186000.0,1200.0,12,15500.0
2015,40000.0,2984.0,7,5714.285714285715
2016,120379.0,3000.0,6,20063.166666666668
2003,370000.0,1800.0,19,19473.68421052632
2016,182000.0,2000.0,6,30333.33333333333
2007,120000.0,2200.0,15,8000.0
2006,300000.0,300.0,16,18750.0
2012,187000.0,2000.0,10,18700.0
2004,111111.0,1800.0,18,6172.833333333333
2004,43000.0,1600.0,18,2388.8888888888887
1994,400000.0,2200.0,28,14285.714285714286
1990,425000.0,1300.0,32,13281.25
2008,94000.0,2000.0,14,6714.285714285715
1995,350000.0,200.0,27,12962.962962962964
2011,186208.0,1400.0,11,16928.0
2016,62000.0,2000.0,6,10333.333333333334
2015,242000.0,1400.0,7,34571.42857142857
2011,157000.0,1400.0,11,14272.727272727272
1997,279000.0,1800.0,25,11160.0
2009,546949.0,2800.0,13,42073.0
2016,14000.0,1400.0,6,2333.333333333333
1993,280000.0,1600.0,29,9655.172413793103
2016,192235.0,1500.0,6,32039.166666666668
2015,154000.0,2000.0,7,22000.0
2008,272000.0,2000.0,14,19428.571428571428
2017,79000.0,2000.0,5,15800.0
2004,230000.0,3200.0,18,12777.777777777776
2012,135000.0,2000.0,10,13500.0
1997,347000.0,1600.0,25,13880.0
1996,252354.0,2500.0,26,9705.923076923076
2009,147396.0,2000.0,13,11338.153846153846
2008,204000.0,1500.0,14,14571.42857142857
2004,158888.0,2500.0,18,8827.111111111111
2013,129000.0,1499.0,9,14333.333333333334
2010,125000.0,2000.0,12,10416.666666666666
2019,5000.0,1984.0,3,1666.6666666666667
1994,350000.0,1800.0,28,12500.0
2008,198000.0,2000.0,14,14142.857142857143
2009,260000.0,2000.0,13,20000.0
1996,236860.0,2500.0,26,9110.0
2014,85000.0,2000.0,8,10625.0
2005,600000.0,1400.0,17,35294.117647058825
2005,245000.0,2000.0,17,14411.764705882351
2015,56000.0,1000.0,7,8000.0
2008,190000.0,1400.0,14,13571.42857142857
2015,98000.0,2000.0,7,14000.0
2015,165000.0,1200.0,7,23571.42857142857
1997,500000.0,2000.0,25,20000.0
2017,55000.0,1700.0,5,11000.0
2005,178000.0,2000.0,17,10470.588235294115
2009,255217.0,1400.0,13,19632.07692307692
2010,200000.0,1199.0,12,16666.666666666668
1998,200000.0,1600.0,24,8333.333333333334
2015,43905.0,1400.0,7,6272.142857142857
2013,211630.0,1248.0,9,23514.444444444445
2002,288000.0,2200.0,20,14400.0
2014,175000.0,2000.0,8,21875.0
2008,350543.0,1995.0,14,25038.785714285717
1994,362000.0,2000.0,28,12928.57142857143
2010,256000.0,2200.0,12,21333.33333333333
2011,225124.0,3000.0,11,20465.81818181818
2009,166000.0,2200.0,13,12769.23076923077
2005,259583.0,2000.0,17,15269.588235294115
2008,232000.0,1500.0,14,16571.428571428572
2005,240000.0,2000.0,17,14117.64705882353
2009,266758.0,1968.0,13,20519.846153846152
2000,270000.0,2500.0,22,12272.727272727272
2011,16500.0,1500.0,11,1500.0
2002,333531.0,2200.0,20,16676.55
2010,175000.0,1400.0,12,14583.333333333334
1989,458311.0,2300.0,33,13888.212121212122
2018,164000.0,1500.0,4,41000.0
2003,340000.0,1800.0,19,17894.736842105263
2005,280000.0,1600.0,17,16470.58823529412
2008,190000.0,2000.0,14,13571.42857142857
2013,122129.0,1800.0,9,13569.888888888889
1994,280000.0,2000.0,28,10000.0
2003,189000.0,1500.0,19,9947.368421052632
2004,135000.0,1400.0,18,7500.0
2019,17000.0,1800.0,3,5666.666666666667
2014,225000.0,2200.0,8,28125.0
2007,305000.0,2500.0,15,20333.33333333333
2002,175000.0,1400.0,20,8750.0
2001,145000.0,2000.0,21,6904.761904761905
2008,170000.0,1400.0,14,12142.857142857143
2008,250000.0,2000.0,14,17857.14285714286
1990,335000.0,2000.0,32,10468.75
2001,450000.0,2500.0,21,21428.571428571428
2011,135000.0,2199.0,11,12272.727272727272
2013,180000.0,1600.0,9,20000.0
2004,350000.0,5000.0,18,19444.444444444445
2013,171000.0,1390.0,9,19000.0
2012,135000.0,2800.0,10,13500.0
2014,59000.0,2200.0,8,7375.0
2009,241001.0,1400.0,13,18538.53846153846
2014,136000.0,3000.0,8,17000.0
2006,184000.0,1400.0,16,11500.0
1999,193000.0,1600.0,23,8391.304347826086
1989,321945.0,1600.0,33,9755.90909090909
2003,154283.0,2200.0,19,8120.157894736842
2017,57000.0,1368.0,5,11400.0
2015,178232.0,1500.0,7,25461.714285714286
2012,220000.0,3000.0,10,22000.0
1997,261844.0,1800.0,25,10473.76
2012,211856.0,200.0,10,21185.6
2016,151000.0,1500.0,6,25166.666666666668
2002,217000.0,1600.0,20,10850.0
2006,121274.0,2000.0,16,7579.625
2010,139046.0,1400.0,12,11587.166666666666
2008,181321.0,2000.0,14,12951.5
2007,216000.0,1600.0,15,14400.0
2017,36000.0,900.0,5,7200.0
2010,178000.0,2200.0,12,14833.333333333334
2005,244000.0,2000.0,17,14352.941176470587
1999,300500.0,2499.0,23,13065.217391304348
2016,168145.0,1500.0,6,28024.166666666668
2003,350000.0,2500.0,19,18421.052631578947
2013,150000.0,4500.0,9,16666.666666666668
2016,137000.0,1500.0,6,22833.33333333333
2003,143000.0,2000.0,19,7526.315789473684
2010,74000.0,1200.0,12,6166.666666666667
1998,400000.0,200.0,24,16666.666666666668
2008,160000.0,2000.0,14,11428.57142857143
2000,256000.0,2000.0,22,11636.363636363636
2008,360000.0,1800.0,14,25714.285714285717
2017,113292.0,1400.0,5,22658.4
2004,277000.0,2000.0,18,15388.888888888889
2012,234016.0,3000.0,10,23401.6
2015,189300.0,1500.0,7,27042.85714285714
2011,191365.0,1500.0,11,17396.81818181818
2004,220951.0,1800.0,18,12275.055555555557
2010,210000.0,3000.0,12,17500.0
2012,167000.0,1000.0,10,16700.0
2011,205000.0,1400.0,11,18636.36363636364
2007,186000.0,2700.0,15,12400.0
2005,111111.0,1349.0,17,6535.941176470588
2006,126456.0,3000.0,16,7903.5
2001,235000.0,1600.0,21,11190.47619047619
2021,100.0,2151.0,1,100.0
2007,171300.0,2498.0,15,11420.0
2006,202000.0,2200.0,16,12625.0
2007,156000.0,1600.0,15,10400.0
2005,230000.0,4300.0,17,13529.411764705885
2016,107179.0,3000.0,6,17863.166666666668
2012,165134.0,1300.0,10,16513.4
2006,181000.0,1500.0,16,11312.5
1990,162000.0,1600.0,32,5062.5
2015,220000.0,1500.0,7,31428.571428571428
2018,26000.0,1400.0,4,6500.0
2005,190000.0,4200.0,17,11176.470588235294
2010,173800.0,1400.0,12,14483.333333333334
2008,230000.0,1500.0,14,16428.571428571428
2008,290000.0,1400.0,14,20714.285714285717
2014,103000.0,1400.0,8,12875.0
2018,33000.0,1800.0,4,8250.0
2014,192000.0,2000.0,8,24000.0
2016,148000.0,1800.0,6,24666.666666666668
2007,215631.0,1500.0,15,14375.4
2012,130000.0,1398.0,10,13000.0
2008,289114.0,1500.0,14,20651.0
2013,240000.0,1800.0,9,26666.666666666668
2012,124000.0,1600.0,10,12400.0
2012,69143.0,1500.0,10,6914.3
2016,113000.0,1600.0,6,18833.33333333333
2011,132000.0,2200.0,11,12000.0
2011,213000.0,1500.0,11,19363.636363636364
2014,202000.0,2000.0,8,25250.0
2008,11111.0,1111.0,14,793.6428571428571
2004,285000.0,2200.0,18,15833.333333333334
1997,350000.0,3300.0,25,14000.0
2012,165000.0,200.0,10,16500.0
2008,205121.0,1800.0,14,14651.5
2003,130111.0,1390.0,19,6847.9473684210525
2005,250000.0,1400.0,17,14705.882352941177
1995,275000.0,2799.0,27,10185.185185185184
2016,161024.0,2200.0,6,26837.33333333333
2017,145000.0,2000.0,5,29000.0
2002,278560.0,3000.0,20,13928.0
2012,162150.0,1400.0,10,16215.0
1994,350000.0,2000.0,28,12500.0
2019,14200.0,1600.0,3,4733.333333333333
2004,284352.0,3000.0,18,15797.333333333334
2015,57000.0,2000.0,7,8142.857142857143
2018,74800.0,2900.0,4,18700.0
1993,25000.0,1600.0,29,862.0689655172414
2005,285267.0,300.0,17,16780.41176470588
2002,200000.0,300.0,20,10000.0
2010,180000.0,1400.0,12,15000.0
2016,190000.0,1500.0,6,31666.666666666668
1996,300000.0,2300.0,26,11538.46153846154
2013,143000.0,1800.0,9,15888.888888888889
2012,161000.0,1796.0,10,16100.0
2015,205000.0,1800.0,7,29285.714285714286
2012,180000.0,1598.0,10,18000.0
1995,220000.0,1800.0,27,8148.148148148148
2001,350000.0,2198.0,21,16666.666666666668
1998,150000.0,2200.0,24,6250.0
2011,268000.0,1400.0,11,24363.636363636364
2018,45000.0,3000.0,4,11250.0
2019,50000.0,2200.0,3,16666.666666666668
2016,128000.0,2500.0,6,21333.33333333333
2011,230000.0,1300.0,11,20909.090909090908
2015,141000.0,2359.0,7,20142.85714285714
2012,126000.0,1986.0,10,12600.0
2007,248000.0,1300.0,15,16533.333333333332
2005,180000.0,1500.0,17,10588.235294117649
2015,82500.0,1800.0,7,11785.714285714286
2008,230000.0,1600.0,14,16428.571428571428
2010,120074.0,1800.0,12,10006.166666666666
2000,400000.0,2200.0,22,18181.81818181818
2009,126000.0,1500.0,13,9692.307692307691
2009,189840.0,3000.0,13,14603.076923076924
2013,154000.0,1200.0,9,17111.11111111111
2000,30000.0,1600.0,22,1363.6363636363635
2009,150000.0,1500.0,13,11538.46153846154
2003,365000.0,3000.0,19,19210.526315789477
2011,89000.0,1400.0,11,8090.909090909091
1998,98000.0,1800.0,24,4083.3333333333335
2011,223000.0,2000.0,11,20272.727272727272
2015,207000.0,1500.0,7,29571.42857142857
1994,222222.0,1499.0,28,7936.5
2010,229000.0,1800.0,12,19083.33333333333
2001,240000.0,1996.0,21,11428.57142857143
2008,245000.0,3000.0,14,17500.0
2014,168000.0,2499.0,8,21000.0
2007,315000.0,2000.0,15,21000.0
2004,310767.0,1400.0,18,17264.833333333332
2000,342000.0,2500.0,22,15545.454545454546
2008,26000.0,1500.0,14,1857.142857142857
1989,225000.0,1800.0,33,6818.181818181818
2010,200500.0,1400.0,12,16708.333333333332
2003,360000.0,2993.0,19,18947.36842105263
2007,222647.0,2500.0,15,14843.133333333331
2012,132502.0,2179.0,10,13250.2
1990,300000.0,1500.0,32,9375.0
2009,222222.0,1900.0,13,17094.0
2017,64000.0,1400.0,5,12800.0
2014,313000.0,1200.0,8,39125.0
2005,114000.0,4500.0,17,6705.882352941177
2012,180250.0,1500.0,10,18025.0
2015,261500.0,2500.0,7,37357.142857142855
2011,181000.0,1390.0,11,16454.545454545456
2004,218855.0,2500.0,18,12158.611111111111
2019,8652.0,1084.0,3,2884.0
2011,149000.0,1499.0,11,13545.454545454546
2011,248000.0,2000.0,11,22545.454545454544
2001,245000.0,1900.0,21,11666.666666666666
2007,110000.0,2500.0,15,7333.333333333333
2016,155000.0,1499.0,6,25833.33333333333
2007,300000.0,3000.0,15,20000.0
2000,358623.0,2000.0,22,16301.045454545454
2017,173000.0,1500.0,5,34600.0
2016,70000.0,1400.0,6,11666.666666666666
2017,145000.0,2000.0,5,29000.0
2013,192635.0,2143.0,9,21403.88888888889
2012,230942.0,2000.0,10,23094.2
2003,249000.0,3200.0,19,13105.263157894737
2015,173000.0,2500.0,7,24714.285714285717
1999,250000.0,2000.0,23,10869.565217391304
2005,251000.0,3000.0,17,14764.70588235294
2017,115000.0,3000.0,5,23000.0
1986,52000.0,1600.0,36,1444.4444444444443
2016,166068.0,1500.0,6,27678.0
2001,308611.0,1900.0,21,14695.761904761905
2005,23000.0,2000.0,17,1352.9411764705883
2015,130000.0,2480.0,7,18571.42857142857
2003,240800.0,2000.0,19,12673.684210526317
2004,125000.0,1300.0,18,6944.444444444444
2009,142000.0,1249.0,13,10923.076923076924
2007,186088.0,1600.0,15,12405.866666666669
2005,119119.0,1600.0,17,7007.0
2006,145000.0,1600.0,16,9062.5
2016,80000.0,1600.0,6,13333.333333333334
1996,257000.0,2000.0,26,9884.615384615385
2008,190000.0,2400.0,14,13571.42857142857
2007,300000.0,1400.0,15,20000.0
2004,252000.0,3000.0,18,14000.0
2016,166000.0,1500.0,6,27666.666666666668
2008,145000.0,2000.0,14,10357.142857142857
2010,214000.0,1500.0,12,17833.333333333332
2004,405500.0,2200.0,18,22527.777777777777
2002,140000.0,4000.0,20,7000.0
2013,110000.0,1598.0,9,12222.222222222224
2006,200000.0,1100.0,16,12500.0
2002,236000.0,3000.0,20,11800.0
2004,123456.0,3000.0,18,6858.666666666667
2005,383000.0,1500.0,17,22529.41176470588
2015,61000.0,1799.0,7,8714.285714285714
2002,260000.0,3200.0,20,13000.0
2008,215000.0,1400.0,14,15357.142857142857
2006,198000.0,1500.0,16,12375.0
2016,119687.0,2500.0,6,19947.83333333333
1997,330000.0,1900.0,25,13200.0
2005,315000.0,3000.0,17,18529.41176470588
2006,230000.0,2200.0,16,14375.0
2014,90000.0,1998.0,8,11250.0
2013,190000.0,1995.0,9,21111.11111111111
2010,203000.0,1900.0,12,16916.666666666668
2005,340000.0,1200.0,17,20000.0
2015,153000.0,1600.0,7,21857.14285714286
2012,144700.0,2200.0,10,14470.0
2016,58780.0,1600.0,6,9796.666666666666
2005,204000.0,1600.0,17,12000.0
2013,85000.0,1800.0,9,9444.444444444443
2014,225000.0,1800.0,8,28125.0
2008,157455.0,1600.0,14,11246.785714285714
2012,164000.0,1600.0,10,16400.0
1998,315000.0,1400.0,24,13125.0
2011,135000.0,1400.0,11,12272.727272727272
2003,126000.0,1800.0,19,6631.578947368421
2015,54000.0,2500.0,7,7714.285714285715
2016,158800.0,3500.0,6,26466.666666666668
2012,130000.0,2999.0,10,13000.0
2011,135000.0,2200.0,11,12272.727272727272
2010,168000.0,1800.0,12,14000.0
2013,35000.0,1000.0,9,3888.8888888888887
2006,105374.0,3500.0,16,6585.875
2019,24000.0,1995.0,3,8000.0
2019,21000.0,2000.0,3,7000.0
2010,150000.0,1400.0,12,12500.0
2017,121000.0,1400.0,5,24200.0
2008,225000.0,2000.0,14,16071.42857142857
2003,150000.0,1800.0,19,7894.736842105263
2015,62000.0,2000.0,7,8857.142857142857
2007,27000.0,2500.0,15,1800.0
2016,22300.0,2198.0,6,3716.6666666666665
1986,300000.0,1500.0,36,8333.333333333334
2018,50734.0,3000.0,4,12683.5
2006,310000.0,3000.0,16,19375.0
1999,96000.0,1996.0,23,4173.913043478261
2011,207500.0,1400.0,11,18863.636363636364
2011,92000.0,3000.0,11,8363.636363636364
2007,270000.0,1500.0,15,18000.0
2012,333000.0,2148.0,10,33300.0
